Year,State code,Percentage of US states’ job postings in AI,State,Percentage of United States AI job postings,Relative AI hiring rate year-over-year ratio,Date,Relative AI hiring year-over-year ratio,country,Percentage of US states' job postings in AI,year,Country,Number of industrial robots (in thousands),Average investment (in millions of US dollars)
,,,,,,9/1/18,19.06%,,,,,,
,,,,,,10/1/18,21.05%,,,,,,
,,,,,,11/1/18,25.08%,,,,,,
,,,,,,12/1/18,23.34%,,,,,,
,,,,,,1/1/19,23.01%,,,,,,
,,,,,,2/1/19,21.95%,,,,,,
,,,,,,3/1/19,13.28%,,,,,,
,,,,,,4/1/19,15.03%,,,,,,
,,,,,,5/1/19,15.11%,,,,,,
,,,,,,6/1/19,11.70%,,,,,,
,,,,,,7/1/19,13.01%,,,,,,
,,,,,,8/1/19,14.75%,,,,,,
,,,,,,9/1/19,18.46%,,,,,,
,,,,,,10/1/19,15.76%,,,,,,
,,,,,,11/1/19,9.40%,,,,,,
,,,,,,12/1/19,13.17%,,,,,,
,,,,,,1/1/20,11.03%,,,,,,
,,,,,,2/1/20,10.50%,,,,,,
,,,,,,3/1/20,15.17%,,,,,,
,,,,,,4/1/20,16.11%,,,,,,
,,,,,,5/1/20,17.75%,,,,,,
,,,,,,6/1/20,24.78%,,,,,,
,,,,,,7/1/20,20.55%,,,,,,
,,,,,,8/1/20,15.77%,,,,,,
,,,,,,9/1/20,16.47%,,,,,,
,,,,,,10/1/20,16.97%,,,,,,
,,,,,,11/1/20,20.27%,,,,,,
,,,,,,12/1/20,18.48%,,,,,,
,,,,,,1/1/21,18.61%,,,,,,
,,,,,,2/1/21,14.58%,,,,,,
,,,,,,3/1/21,14.03%,,,,,,
,,,,,,4/1/21,12.50%,,,,,,
,,,,,,5/1/21,15.80%,,,,,,
,,,,,,6/1/21,8.74%,,,,,,
,,,,,,7/1/21,13.15%,,,,,,
,,,,,,8/1/21,25.88%,,,,,,
,,,,,,9/1/21,23.12%,,,,,,
,,,,,,10/1/21,21.31%,,,,,,
,,,,,,11/1/21,18.51%,,,,,,
,,,,,,12/1/21,17.01%,,,,,,
,,,,,,1/1/22,15.96%,,,,,,
,,,,,,2/1/22,19.79%,,,,,,
,,,,,,3/1/22,18.69%,,,,,,
,,,,,,4/1/22,18.59%,,,,,,
,,,,,,5/1/22,14.31%,,,,,,
,,,,,,6/1/22,16.36%,,,,,,
,,,,,,7/1/22,15.30%,,,,,,
,,,,,,8/1/22,4.05%,,,,,,
,,,,,,9/1/22,7.03%,,,,,,
,,,,,,10/1/22,10.59%,,,,,,
,,,,,,11/1/22,13.54%,,,,,,
,,,,,,12/1/22,13.00%,,,,,,
,,,,,,1/1/23,18.60%,,,,,,
,,,,,,2/1/23,17.89%,,,,,,
,,,,,,3/1/23,16.09%,,,,,,
,,,,,,4/1/23,16.99%,,,,,,
,,,,,,5/1/23,15.17%,,,,,,
,,,,,,6/1/23,12.09%,,,,,,
,,,,,,7/1/23,12.29%,,,,,,
,,,,,,8/1/23,13.77%,,,,,,
,,,,,,9/1/23,10.52%,,,,,,
,,,,,,10/1/23,4.94%,,,,,,
,,,,,,11/1/23,2.96%,,,,,,
,,,,,,12/1/23,4.01%,,,,,,
,,,,,,1/1/24,-0.69%,,,,,,
,,,,,,2/1/24,-0.56%,,,,,,
,,,,,,3/1/24,0.06%,,,,,,
,,,,,,4/1/24,-0.56%,,,,,,
,,,,,,5/1/24,3.64%,,,,,,
,,,,,,6/1/24,10.45%,,,,,,
,,,,,,7/1/24,8.76%,,,,,,
,,,,,,8/1/24,10.87%,,,,,,
,,,,,,9/1/24,13.33%,,,,,,
,,,,,,10/1/24,21.40%,,,,,,
,,,,,,11/1/24,21.65%,,,,,,
,,,,,,12/1/24,22.34%,,,,,,
,,,,,,1/1/18,32.86%,,,,,,
,,,,,,2/1/18,27.57%,,,,,,
,,,,,,3/1/18,25.41%,,,,,,
,,,,,,4/1/18,27.11%,,,,,,
,,,,,,5/1/18,30.14%,,,,,,
,,,,,,6/1/18,30.21%,,,,,,
,,,,,,7/1/18,31.39%,,,,,,
,,,,,,8/1/18,30.50%,,,,,,
,,,,,,9/1/18,30.20%,,,,,,
,,,,,,10/1/18,30.29%,,,,,,
,,,,,,11/1/18,31.38%,,,,,,
,,,,,,12/1/18,33.03%,,,,,,
,,,,,,1/1/19,33.34%,,,,,,
,,,,,,2/1/19,34.78%,,,,,,
,,,,,,3/1/19,36.48%,,,,,,
,,,,,,4/1/19,36.17%,,,,,,
,,,,,,5/1/19,36.24%,,,,,,
,,,,,,6/1/19,36.81%,,,,,,
,,,,,,7/1/19,36.12%,,,,,,
,,,,,,8/1/19,36.08%,,,,,,
,,,,,,9/1/19,35.99%,,,,,,
,,,,,,10/1/19,35.23%,,,,,,
,,,,,,11/1/19,33.55%,,,,,,
,,,,,,12/1/19,30.92%,,,,,,
,,,,,,1/1/20,30.71%,,,,,,
,,,,,,2/1/20,29.04%,,,,,,
,,,,,,3/1/20,27.31%,,,,,,
,,,,,,4/1/20,31.62%,,,,,,
,,,,,,5/1/20,30.85%,,,,,,
,,,,,,6/1/20,28.84%,,,,,,
,,,,,,7/1/20,27.44%,,,,,,
,,,,,,8/1/20,30.38%,,,,,,
,,,,,,9/1/20,32.34%,,,,,,
,,,,,,10/1/20,33.27%,,,,,,
,,,,,,11/1/20,35.06%,,,,,,
,,,,,,12/1/20,35.08%,,,,,,
,,,,,,1/1/21,33.86%,,,,,,
,,,,,,2/1/21,34.81%,,,,,,
,,,,,,3/1/21,34.91%,,,,,,
,,,,,,4/1/21,27.37%,,,,,,
,,,,,,5/1/21,23.82%,,,,,,
,,,,,,6/1/21,24.01%,,,,,,
,,,,,,7/1/21,24.08%,,,,,,
,,,,,,8/1/21,18.75%,,,,,,
,,,,,,9/1/21,13.99%,,,,,,
,,,,,,10/1/21,11.25%,,,,,,
,,,,,,11/1/21,6.48%,,,,,,
,,,,,,12/1/21,4.05%,,,,,,
,,,,,,1/1/22,2.00%,,,,,,
,,,,,,2/1/22,-1.38%,,,,,,
,,,,,,3/1/22,-4.19%,,,,,,
,,,,,,4/1/22,-4.27%,,,,,,
,,,,,,5/1/22,-4.47%,,,,,,
,,,,,,6/1/22,-6.70%,,,,,,
,,,,,,7/1/22,-8.58%,,,,,,
,,,,,,8/1/22,-9.42%,,,,,,
,,,,,,9/1/22,-9.92%,,,,,,
,,,,,,10/1/22,-10.89%,,,,,,
,,,,,,11/1/22,-10.71%,,,,,,
,,,,,,12/1/22,-10.77%,,,,,,
,,,,,,1/1/23,-10.97%,,,,,,
,,,,,,2/1/23,-10.31%,,,,,,
,,,,,,3/1/23,-9.48%,,,,,,
,,,,,,4/1/23,-8.61%,,,,,,
,,,,,,5/1/23,-7.37%,,,,,,
,,,,,,6/1/23,-6.31%,,,,,,
,,,,,,7/1/23,-5.43%,,,,,,
,,,,,,8/1/23,-2.95%,,,,,,
,,,,,,9/1/23,-0.04%,,,,,,
,,,,,,10/1/23,2.99%,,,,,,
,,,,,,11/1/23,6.85%,,,,,,
,,,,,,12/1/23,10.91%,,,,,,
,,,,,,1/1/24,14.60%,,,,,,
,,,,,,2/1/24,17.36%,,,,,,
,,,,,,3/1/24,20.85%,,,,,,
,,,,,,4/1/24,24.01%,,,,,,
,,,,,,5/1/24,26.56%,,,,,,
,,,,,,6/1/24,30.32%,,,,,,
,,,,,,7/1/24,33.14%,,,,,,
,,,,,,8/1/24,34.07%,,,,,,
,,,,,,9/1/24,34.78%,,,,,,
,,,,,,10/1/24,35.33%,,,,,,
,,,,,,11/1/24,34.63%,,,,,,
,,,,,,12/1/24,33.39%,,,,,,
,,,,,,1/1/18,73.97%,,,,,,
,,,,,,2/1/18,57.84%,,,,,,
,,,,,,3/1/18,43.55%,,,,,,
,,,,,,4/1/18,47.21%,,,,,,
,,,,,,5/1/18,46.04%,,,,,,
,,,,,,6/1/18,49.56%,,,,,,
,,,,,,7/1/18,45.81%,,,,,,
,,,,,,8/1/18,44.62%,,,,,,
,,,,,,9/1/18,41.83%,,,,,,
,,,,,,10/1/18,39.54%,,,,,,
,,,,,,11/1/18,39.84%,,,,,,
,,,,,,12/1/18,36.73%,,,,,,
,,,,,,1/1/19,33.24%,,,,,,
,,,,,,2/1/19,31.75%,,,,,,
,,,,,,3/1/19,33.21%,,,,,,
,,,,,,4/1/19,27.65%,,,,,,
,,,,,,5/1/19,26.88%,,,,,,
,,,,,,6/1/19,22.49%,,,,,,
,,,,,,7/1/19,22.34%,,,,,,
,,,,,,8/1/19,20.56%,,,,,,
,,,,,,9/1/19,21.08%,,,,,,
,,,,,,10/1/19,22.26%,,,,,,
,,,,,,11/1/19,21.34%,,,,,,
,,,,,,12/1/19,24.32%,,,,,,
,,,,,,1/1/20,21.65%,,,,,,
,,,,,,2/1/20,20.38%,,,,,,
,,,,,,3/1/20,18.23%,,,,,,
,,,,,,4/1/20,23.85%,,,,,,
,,,,,,5/1/20,27.66%,,,,,,
,,,,,,6/1/20,27.96%,,,,,,
,,,,,,7/1/20,29.31%,,,,,,
,,,,,,8/1/20,30.37%,,,,,,
,,,,,,9/1/20,31.17%,,,,,,
,,,,,,10/1/20,29.34%,,,,,,
,,,,,,11/1/20,27.86%,,,,,,
,,,,,,12/1/20,25.14%,,,,,,
,,,,,,1/1/21,27.36%,,,,,,
,,,,,,2/1/21,28.88%,,,,,,
,,,,,,3/1/21,29.17%,,,,,,
,,,,,,4/1/21,22.54%,,,,,,
,,,,,,5/1/21,14.98%,,,,,,
,,,,,,6/1/21,12.13%,,,,,,
,,,,,,7/1/21,8.71%,,,,,,
,,,,,,8/1/21,8.41%,,,,,,
,,,,,,9/1/21,4.22%,,,,,,
,,,,,,10/1/21,3.40%,,,,,,
,,,,,,11/1/21,2.75%,,,,,,
,,,,,,12/1/21,2.72%,,,,,,
,,,,,,1/1/22,-0.05%,,,,,,
,,,,,,2/1/22,1.92%,,,,,,
,,,,,,3/1/22,3.58%,,,,,,
,,,,,,4/1/22,6.40%,,,,,,
,,,,,,5/1/22,9.02%,,,,,,
,,,,,,6/1/22,10.90%,,,,,,
,,,,,,7/1/22,11.79%,,,,,,
,,,,,,8/1/22,12.17%,,,,,,
,,,,,,9/1/22,16.60%,,,,,,
,,,,,,10/1/22,17.61%,,,,,,
,,,,,,11/1/22,17.71%,,,,,,
,,,,,,12/1/22,18.55%,,,,,,
,,,,,,1/1/23,20.77%,,,,,,
,,,,,,2/1/23,17.96%,,,,,,
,,,,,,3/1/23,16.86%,,,,,,
,,,,,,4/1/23,17.35%,,,,,,
,,,,,,5/1/23,15.79%,,,,,,
,,,,,,6/1/23,16.43%,,,,,,
,,,,,,7/1/23,17.87%,,,,,,
,,,,,,8/1/23,17.30%,,,,,,
,,,,,,9/1/23,15.01%,,,,,,
,,,,,,10/1/23,16.43%,,,,,,
,,,,,,11/1/23,18.50%,,,,,,
,,,,,,12/1/23,19.33%,,,,,,
,,,,,,1/1/24,19.71%,,,,,,
,,,,,,2/1/24,20.64%,,,,,,
,,,,,,3/1/24,21.10%,,,,,,
,,,,,,4/1/24,21.97%,,,,,,
,,,,,,5/1/24,22.71%,,,,,,
,,,,,,6/1/24,22.94%,,,,,,
,,,,,,7/1/24,22.11%,,,,,,
,,,,,,8/1/24,19.67%,,,,,,
,,,,,,9/1/24,23.12%,,,,,,
,,,,,,10/1/24,21.01%,,,,,,
,,,,,,11/1/24,18.43%,,,,,,
,,,,,,12/1/24,16.61%,,,,,,
,,,,,,1/1/18,8.76%,,,,,,
,,,,,,2/1/18,26.61%,,,,,,
,,,,,,3/1/18,21.41%,,,,,,
,,,,,,4/1/18,26.72%,,,,,,
,,,,,,5/1/18,23.98%,,,,,,
,,,,,,6/1/18,24.61%,,,,,,
,,,,,,7/1/18,20.95%,,,,,,
,,,,,,8/1/18,25.05%,,,,,,
,,,,,,9/1/18,25.44%,,,,,,
,,,,,,10/1/18,26.98%,,,,,,
,,,,,,11/1/18,25.78%,,,,,,
,,,,,,12/1/18,25.23%,,,,,,
,,,,,,1/1/19,24.84%,,,,,,
,,,,,,2/1/19,20.48%,,,,,,
,,,,,,3/1/19,21.67%,,,,,,
,,,,,,4/1/19,16.95%,,,,,,
,,,,,,5/1/19,16.27%,,,,,,
,,,,,,6/1/19,13.36%,,,,,,
,,,,,,7/1/19,15.06%,,,,,,
,,,,,,8/1/19,11.18%,,,,,,
,,,,,,9/1/19,10.62%,,,,,,
,,,,,,10/1/19,8.24%,,,,,,
,,,,,,11/1/19,7.94%,,,,,,
,,,,,,12/1/19,9.71%,,,,,,
,,,,,,1/1/20,11.09%,,,,,,
,,,,,,2/1/20,11.91%,,,,,,
,,,,,,3/1/20,11.91%,,,,,,
,,,,,,4/1/20,18.35%,,,,,,
,,,,,,5/1/20,20.68%,,,,,,
,,,,,,6/1/20,24.24%,,,,,,
,,,,,,7/1/20,23.88%,,,,,,
,,,,,,8/1/20,24.26%,,,,,,
,,,,,,9/1/20,21.88%,,,,,,
,,,,,,10/1/20,19.64%,,,,,,
,,,,,,11/1/20,21.21%,,,,,,
,,,,,,12/1/20,18.73%,,,,,,
,,,,,,1/1/21,19.34%,,,,,,
,,,,,,2/1/21,22.16%,,,,,,
,,,,,,3/1/21,20.18%,,,,,,
,,,,,,4/1/21,14.10%,,,,,,
,,,,,,5/1/21,10.32%,,,,,,
,,,,,,6/1/21,6.85%,,,,,,
,,,,,,7/1/21,6.74%,,,,,,
,,,,,,8/1/21,5.36%,,,,,,
,,,,,,9/1/21,6.82%,,,,,,
,,,,,,10/1/21,9.47%,,,,,,
,,,,,,11/1/21,6.47%,,,,,,
,,,,,,12/1/21,7.43%,,,,,,
,,,,,,1/1/22,5.77%,,,,,,
,,,,,,2/1/22,1.93%,,,,,,
,,,,,,3/1/22,0.31%,,,,,,
,,,,,,4/1/22,2.00%,,,,,,
,,,,,,5/1/22,4.21%,,,,,,
,,,,,,6/1/22,4.89%,,,,,,
,,,,,,7/1/22,3.15%,,,,,,
,,,,,,8/1/22,4.82%,,,,,,
,,,,,,9/1/22,4.61%,,,,,,
,,,,,,10/1/22,4.83%,,,,,,
,,,,,,11/1/22,5.73%,,,,,,
,,,,,,12/1/22,3.08%,,,,,,
,,,,,,1/1/23,0.59%,,,,,,
,,,,,,2/1/23,0.62%,,,,,,
,,,,,,3/1/23,2.41%,,,,,,
,,,,,,4/1/23,0.62%,,,,,,
,,,,,,5/1/23,-1.70%,,,,,,
,,,,,,6/1/23,-3.32%,,,,,,
,,,,,,7/1/23,-2.39%,,,,,,
,,,,,,8/1/23,-5.13%,,,,,,
,,,,,,9/1/23,-6.10%,,,,,,
,,,,,,10/1/23,-9.02%,,,,,,
,,,,,,11/1/23,-9.66%,,,,,,
,,,,,,12/1/23,-8.82%,,,,,,
,,,,,,1/1/24,-6.23%,,,,,,
,,,,,,2/1/24,-2.49%,,,,,,
,,,,,,3/1/24,-0.69%,,,,,,
,,,,,,4/1/24,1.63%,,,,,,
,,,,,,5/1/24,3.61%,,,,,,
,,,,,,6/1/24,8.11%,,,,,,
,,,,,,7/1/24,8.99%,,,,,,
,,,,,,8/1/24,13.51%,,,,,,
,,,,,,9/1/24,14.67%,,,,,,
,,,,,,10/1/24,17.48%,,,,,,
,,,,,,11/1/24,21.64%,,,,,,
,,,,,,12/1/24,24.58%,,,,,,
,,,,,,1/1/18,25.09%,,,,,,
,,,,,,2/1/18,16.35%,,,,,,
,,,,,,3/1/18,15.22%,,,,,,
,,,,,,4/1/18,10.39%,,,,,,
,,,,,,5/1/18,11.13%,,,,,,
,,,,,,6/1/18,12.68%,,,,,,
,,,,,,7/1/18,15.38%,,,,,,
,,,,,,8/1/18,17.24%,,,,,,
,,,,,,9/1/18,19.23%,,,,,,
,,,,,,10/1/18,18.77%,,,,,,
,,,,,,11/1/18,17.48%,,,,,,
,,,,,,12/1/18,14.62%,,,,,,
,,,,,,1/1/19,12.24%,,,,,,
,,,,,,2/1/19,12.84%,,,,,,
,,,,,,3/1/19,14.95%,,,,,,
,,,,,,4/1/19,16.41%,,,,,,
,,,,,,5/1/19,16.48%,,,,,,
,,,,,,6/1/19,17.03%,,,,,,
,,,,,,7/1/19,15.20%,,,,,,
,,,,,,8/1/19,12.74%,,,,,,
,,,,,,9/1/19,10.59%,,,,,,
,,,,,,10/1/19,9.62%,,,,,,
,,,,,,11/1/19,12.61%,,,,,,
,,,,,,12/1/19,16.82%,,,,,,
,,,,,,1/1/20,18.18%,,,,,,
,,,,,,2/1/20,17.66%,,,,,,
,,,,,,3/1/20,15.27%,,,,,,
,,,,,,4/1/20,15.65%,,,,,,
,,,,,,5/1/20,13.57%,,,,,,
,,,,,,6/1/20,13.08%,,,,,,
,,,,,,7/1/20,12.01%,,,,,,
,,,,,,8/1/20,13.07%,,,,,,
,,,,,,9/1/20,11.58%,,,,,,
,,,,,,10/1/20,12.61%,,,,,,
,,,,,,11/1/20,9.15%,,,,,,
,,,,,,12/1/20,8.08%,,,,,,
,,,,,,1/1/21,9.11%,,,,,,
,,,,,,2/1/21,9.71%,,,,,,
,,,,,,3/1/21,9.20%,,,,,,
,,,,,,4/1/21,7.52%,,,,,,
,,,,,,5/1/21,10.19%,,,,,,
,,,,,,6/1/21,8.74%,,,,,,
,,,,,,7/1/21,11.39%,,,,,,
,,,,,,8/1/21,10.34%,,,,,,
,,,,,,9/1/21,12.69%,,,,,,
,,,,,,10/1/21,11.67%,,,,,,
,,,,,,11/1/21,11.62%,,,,,,
,,,,,,12/1/21,8.92%,,,,,,
,,,,,,1/1/22,6.74%,,,,,,
,,,,,,2/1/22,5.69%,,,,,,
,,,,,,3/1/22,5.21%,,,,,,
,,,,,,4/1/22,5.88%,,,,,,
,,,,,,5/1/22,4.26%,,,,,,
,,,,,,6/1/22,3.98%,,,,,,
,,,,,,7/1/22,1.74%,,,,,,
,,,,,,8/1/22,2.05%,,,,,,
,,,,,,9/1/22,1.06%,,,,,,
,,,,,,10/1/22,0.83%,,,,,,
,,,,,,11/1/22,0.61%,,,,,,
,,,,,,12/1/22,1.60%,,,,,,
,,,,,,1/1/23,1.09%,,,,,,
,,,,,,2/1/23,0.45%,,,,,,
,,,,,,3/1/23,-0.06%,,,,,,
,,,,,,4/1/23,-0.05%,,,,,,
,,,,,,5/1/23,-0.55%,,,,,,
,,,,,,6/1/23,-1.22%,,,,,,
,,,,,,7/1/23,-1.53%,,,,,,
,,,,,,8/1/23,-1.97%,,,,,,
,,,,,,9/1/23,-2.90%,,,,,,
,,,,,,10/1/23,-3.15%,,,,,,
,,,,,,11/1/23,-0.17%,,,,,,
,,,,,,12/1/23,0.78%,,,,,,
,,,,,,1/1/24,2.94%,,,,,,
,,,,,,2/1/24,4.60%,,,,,,
,,,,,,3/1/24,6.57%,,,,,,
,,,,,,4/1/24,5.84%,,,,,,
,,,,,,5/1/24,8.63%,,,,,,
,,,,,,6/1/24,11.03%,,,,,,
,,,,,,7/1/24,12.24%,,,,,,
,,,,,,8/1/24,13.25%,,,,,,
,,,,,,9/1/24,15.69%,,,,,,
,,,,,,10/1/24,16.70%,,,,,,
,,,,,,11/1/24,14.16%,,,,,,
,,,,,,12/1/24,14.28%,,,,,,
,,,,,,1/1/18,7.21%,,,,,,
,,,,,,2/1/18,17.34%,,,,,,
,,,,,,3/1/18,15.33%,,,,,,
,,,,,,4/1/18,16.54%,,,,,,
,,,,,,5/1/18,19.95%,,,,,,
,,,,,,6/1/18,16.56%,,,,,,
,,,,,,7/1/18,16.49%,,,,,,
,,,,,,8/1/18,21.64%,,,,,,
,,,,,,9/1/18,21.06%,,,,,,
,,,,,,10/1/18,20.94%,,,,,,
,,,,,,11/1/18,22.27%,,,,,,
,,,,,,12/1/18,24.20%,,,,,,
,,,,,,1/1/19,27.58%,,,,,,
,,,,,,2/1/19,27.27%,,,,,,
,,,,,,3/1/19,29.03%,,,,,,
,,,,,,4/1/19,26.92%,,,,,,
,,,,,,5/1/19,25.68%,,,,,,
,,,,,,6/1/19,28.08%,,,,,,
,,,,,,7/1/19,28.81%,,,,,,
,,,,,,8/1/19,24.76%,,,,,,
,,,,,,9/1/19,24.92%,,,,,,
,,,,,,10/1/19,25.11%,,,,,,
,,,,,,11/1/19,23.10%,,,,,,
,,,,,,12/1/19,20.27%,,,,,,
,,,,,,1/1/20,16.36%,,,,,,
,,,,,,2/1/20,15.01%,,,,,,
,,,,,,3/1/20,15.54%,,,,,,
,,,,,,4/1/20,23.96%,,,,,,
,,,,,,5/1/20,25.24%,,,,,,
,,,,,,6/1/20,24.57%,,,,,,
,,,,,,7/1/20,22.83%,,,,,,
,,,,,,8/1/20,23.61%,,,,,,
,,,,,,9/1/20,23.70%,,,,,,
,,,,,,10/1/20,22.85%,,,,,,
,,,,,,11/1/20,23.90%,,,,,,
,,,,,,12/1/20,25.26%,,,,,,
,,,,,,1/1/21,27.65%,,,,,,
,,,,,,2/1/21,28.34%,,,,,,
,,,,,,3/1/21,24.68%,,,,,,
,,,,,,4/1/21,15.38%,,,,,,
,,,,,,5/1/21,12.79%,,,,,,
,,,,,,6/1/21,12.15%,,,,,,
,,,,,,7/1/21,13.31%,,,,,,
,,,,,,8/1/21,11.53%,,,,,,
,,,,,,9/1/21,11.64%,,,,,,
,,,,,,10/1/21,11.42%,,,,,,
,,,,,,11/1/21,8.95%,,,,,,
,,,,,,12/1/21,6.97%,,,,,,
,,,,,,1/1/22,4.87%,,,,,,
,,,,,,2/1/22,4.33%,,,,,,
,,,,,,3/1/22,5.59%,,,,,,
,,,,,,4/1/22,6.66%,,,,,,
,,,,,,5/1/22,6.53%,,,,,,
,,,,,,6/1/22,6.11%,,,,,,
,,,,,,7/1/22,5.34%,,,,,,
,,,,,,8/1/22,8.23%,,,,,,
,,,,,,9/1/22,6.49%,,,,,,
,,,,,,10/1/22,6.05%,,,,,,
,,,,,,11/1/22,8.30%,,,,,,
,,,,,,12/1/22,7.03%,,,,,,
,,,,,,1/1/23,6.73%,,,,,,
,,,,,,2/1/23,6.68%,,,,,,
,,,,,,3/1/23,6.11%,,,,,,
,,,,,,4/1/23,7.28%,,,,,,
,,,,,,5/1/23,8.17%,,,,,,
,,,,,,6/1/23,7.54%,,,,,,
,,,,,,7/1/23,6.92%,,,,,,
,,,,,,8/1/23,3.49%,,,,,,
,,,,,,9/1/23,3.62%,,,,,,
,,,,,,10/1/23,4.50%,,,,,,
,,,,,,11/1/23,2.35%,,,,,,
,,,,,,12/1/23,5.65%,,,,,,
,,,,,,1/1/24,6.22%,,,,,,
,,,,,,2/1/24,6.14%,,,,,,
,,,,,,3/1/24,6.77%,,,,,,
,,,,,,4/1/24,7.33%,,,,,,
,,,,,,5/1/24,7.46%,,,,,,
,,,,,,6/1/24,9.29%,,,,,,
,,,,,,7/1/24,11.23%,,,,,,
,,,,,,8/1/24,14.43%,,,,,,
,,,,,,9/1/24,16.68%,,,,,,
,,,,,,10/1/24,16.94%,,,,,,
,,,,,,11/1/24,19.92%,,,,,,
,,,,,,12/1/24,19.78%,,,,,,
,,,,,,1/1/18,17.25%,,,,,,
,,,,,,2/1/18,-12.61%,,,,,,
,,,,,,3/1/18,34.97%,,,,,,
,,,,,,4/1/18,22.66%,,,,,,
,,,,,,5/1/18,27.40%,,,,,,
,,,,,,6/1/18,19.46%,,,,,,
,,,,,,7/1/18,13.88%,,,,,,
,,,,,,8/1/18,4.92%,,,,,,
,,,,,,9/1/18,10.09%,,,,,,
,,,,,,10/1/18,37.74%,,,,,,
,,,,,,11/1/18,43.23%,,,,,,
,,,,,,12/1/18,33.58%,,,,,,
,,,,,,1/1/19,35.21%,,,,,,
,,,,,,2/1/19,65.45%,,,,,,
,,,,,,3/1/19,56.44%,,,,,,
,,,,,,4/1/19,63.92%,,,,,,
,,,,,,5/1/19,59.61%,,,,,,
,,,,,,6/1/19,64.06%,,,,,,
,,,,,,7/1/19,66.07%,,,,,,
,,,,,,8/1/19,76.14%,,,,,,
,,,,,,9/1/19,68.41%,,,,,,
,,,,,,10/1/19,42.70%,,,,,,
,,,,,,11/1/19,30.68%,,,,,,
,,,,,,12/1/19,41.96%,,,,,,
,,,,,,1/1/20,37.58%,,,,,,
,,,,,,2/1/20,6.94%,,,,,,
,,,,,,3/1/20,1.01%,,,,,,
,,,,,,4/1/20,-1.85%,,,,,,
,,,,,,5/1/20,0.35%,,,,,,
,,,,,,6/1/20,-2.55%,,,,,,
,,,,,,7/1/20,1.72%,,,,,,
,,,,,,8/1/20,-3.14%,,,,,,
,,,,,,9/1/20,0.74%,,,,,,
,,,,,,10/1/20,1.39%,,,,,,
,,,,,,11/1/20,11.07%,,,,,,
,,,,,,12/1/20,16.43%,,,,,,
,,,,,,1/1/21,23.65%,,,,,,
,,,,,,2/1/21,34.99%,,,,,,
,,,,,,3/1/21,43.57%,,,,,,
,,,,,,4/1/21,40.39%,,,,,,
,,,,,,5/1/21,41.07%,,,,,,
,,,,,,6/1/21,43.83%,,,,,,
,,,,,,7/1/21,35.95%,,,,,,
,,,,,,8/1/21,35.03%,,,,,,
,,,,,,9/1/21,36.89%,,,,,,
,,,,,,10/1/21,38.30%,,,,,,
,,,,,,11/1/21,32.59%,,,,,,
,,,,,,12/1/21,20.29%,,,,,,
,,,,,,1/1/22,10.43%,,,,,,
,,,,,,2/1/22,0.06%,,,,,,
,,,,,,3/1/22,-2.58%,,,,,,
,,,,,,4/1/22,-5.44%,,,,,,
,,,,,,5/1/22,-7.94%,,,,,,
,,,,,,6/1/22,-13.47%,,,,,,
,,,,,,7/1/22,-10.55%,,,,,,
,,,,,,8/1/22,-8.74%,,,,,,
,,,,,,9/1/22,-12.82%,,,,,,
,,,,,,10/1/22,-5.95%,,,,,,
,,,,,,11/1/22,-6.16%,,,,,,
,,,,,,12/1/22,-4.92%,,,,,,
,,,,,,1/1/23,4.11%,,,,,,
,,,,,,2/1/23,10.46%,,,,,,
,,,,,,3/1/23,9.18%,,,,,,
,,,,,,4/1/23,12.46%,,,,,,
,,,,,,5/1/23,9.29%,,,,,,
,,,,,,6/1/23,12.88%,,,,,,
,,,,,,7/1/23,14.50%,,,,,,
,,,,,,8/1/23,15.88%,,,,,,
,,,,,,9/1/23,19.57%,,,,,,
,,,,,,10/1/23,10.23%,,,,,,
,,,,,,11/1/23,10.20%,,,,,,
,,,,,,12/1/23,11.92%,,,,,,
,,,,,,1/1/24,6.76%,,,,,,
,,,,,,2/1/24,6.41%,,,,,,
,,,,,,3/1/24,9.80%,,,,,,
,,,,,,4/1/24,7.31%,,,,,,
,,,,,,5/1/24,13.02%,,,,,,
,,,,,,6/1/24,12.69%,,,,,,
,,,,,,7/1/24,13.88%,,,,,,
,,,,,,8/1/24,7.83%,,,,,,
,,,,,,9/1/24,9.62%,,,,,,
,,,,,,10/1/24,13.80%,,,,,,
,,,,,,11/1/24,19.54%,,,,,,
,,,,,,12/1/24,23.60%,,,,,,
,,,,,,1/1/18,-35.66%,,,,,,
,,,,,,2/1/18,3.11%,,,,,,
,,,,,,3/1/18,42.19%,,,,,,
,,,,,,4/1/18,55.59%,,,,,,
,,,,,,5/1/18,59.37%,,,,,,
,,,,,,6/1/18,51.89%,,,,,,
,,,,,,7/1/18,70.67%,,,,,,
,,,,,,8/1/18,55.81%,,,,,,
,,,,,,9/1/18,55.51%,,,,,,
,,,,,,10/1/18,50.50%,,,,,,
,,,,,,11/1/18,46.91%,,,,,,
,,,,,,12/1/18,45.06%,,,,,,
,,,,,,1/1/19,56.76%,,,,,,
,,,,,,2/1/19,51.77%,,,,,,
,,,,,,3/1/19,41.09%,,,,,,
,,,,,,4/1/19,33.06%,,,,,,
,,,,,,5/1/19,30.47%,,,,,,
,,,,,,6/1/19,29.99%,,,,,,
,,,,,,7/1/19,15.88%,,,,,,
,,,,,,8/1/19,29.52%,,,,,,
